Date,Time,Temperature (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precip. (in),Condition
2/4/2024,3:53:00 PM,60,26,27,ENE,10 ,0 ,28.7,0,Mostly Cloudy
2/4/2024,4:53:00 PM,59,23,25,NE,13 ,0 ,28.68,0,Cloudy
2/4/2024,5:53:00 PM,58,25,28,NE,8 ,0 ,28.67,0,Fair
2/4/2024,6:53:00 PM,56,25,30,NE,14 ,0 ,28.66,0,Cloudy
2/4/2024,7:53:00 PM,54,26,34,NNE,14 ,0 ,28.67,0,Cloudy
2/4/2024,8:53:00 PM,53,26,35,NE,10 ,0 ,28.68,0,Fair
2/4/2024,9:53:00 PM,52,25,35,ENE,5 ,0 ,28.69,0,Fair
2/4/2024,10:53:00 PM,50,25,38,N,6 ,0 ,28.69,0,Fair
2/4/2024,11:53:00 PM,50,25,38,NNE,10 ,0 ,28.69,0,Fair
2/4/2024,12:53:00 AM,49,25,39,NE,13 ,0 ,28.69,0,Mostly Cloudy
2/4/2024,1:53:00 AM,46,37,71,NE,10 ,0 ,28.93,0,Fair
2/4/2024,2:53:00 AM,44,36,73,NNE,10 ,0 ,28.92,0,Fair
2/4/2024,3:53:00 AM,43,35,74,NE,10 ,0 ,28.93,0,Fair
2/4/2024,4:53:00 AM,42,35,76,NNE,9 ,0 ,28.93,0,Fair
2/4/2024,5:53:00 AM,40,34,79,NNE,8 ,0 ,28.93,0,Fair
2/4/2024,6:53:00 AM,39,33,79,NE,7 ,0 ,28.94,0,Fair
2/4/2024,7:53:00 AM,38,33,83,NE,10 ,0 ,28.93,0,Fair
2/4/2024,8:53:00 AM,38,32,79,NNE,8 ,0 ,28.95,0,Fair
2/4/2024,9:53:00 AM,42,34,73,NE,8 ,0 ,28.98,0,Fair
2/4/2024,10:53:00 AM,45,34,65,NNE,6 ,0 ,28.99,0,Fair
2/4/2024,11:53:00 AM,49,35,59,NNE,6 ,0 ,28.98,0,Fair
2/4/2024,12:53:00 PM,52,37,57,NNE,6 ,0 ,28.96,0,Fair
2/3/2024,1:53:00 PM,55,37,51,CALM,0 ,0 ,28.92,0,Fair
2/3/2024,2:53:00 PM,58,39,49,VAR,3 ,0 ,28.88,0,Fair
2/3/2024,3:53:00 PM,61,39,44,N,5 ,0 ,28.87,0,Fair
2/3/2024,4:53:00 PM,60,39,46,CALM,0 ,0 ,28.86,0,Fair
2/3/2024,5:53:00 PM,60,39,46,N,5 ,0 ,28.85,0,Fair
2/3/2024,6:53:00 PM,57,38,49,CALM,0 ,0 ,28.85,0,Cloudy
2/3/2024,7:53:00 PM,53,39,59,ENE,5 ,0 ,28.86,0,Cloudy
2/3/2024,8:53:00 PM,50,38,63,NE,5 ,0 ,28.85,0,Fair
2/3/2024,9:53:00 PM,48,38,68,NE,6 ,0 ,28.85,0,Fair
2/3/2024,10:53:00 PM,46,37,71,NE,7 ,0 ,28.83,0,Fair
2/3/2024,11:53:00 PM,49,34,56,N,6 ,0 ,28.82,0,Fair
2/3/2024,12:53:00 AM,46,34,63,SSW,3 ,0 ,28.83,0,Fair
2/3/2024,1:53:00 AM,37,32,82,CALM,0 ,0 ,28.98,0,Fair
2/3/2024,2:53:00 AM,40,32,73,CALM,0 ,0 ,28.96,0,Mostly Cloudy
2/3/2024,3:53:00 AM,37,32,82,CALM,0 ,0 ,28.96,0,Mostly Cloudy
2/3/2024,4:53:00 AM,37,31,79,CALM,0 ,0 ,28.95,0,Mostly Cloudy
2/3/2024,5:53:00 AM,38,32,79,SW,3 ,0 ,28.95,0,Mostly Cloudy
2/3/2024,6:53:00 AM,38,31,76,CALM,0 ,0 ,28.95,0,Mostly Cloudy
2/3/2024,7:53:00 AM,37,32,82,S,3 ,0 ,28.96,0,Mostly Cloudy
2/3/2024,8:53:00 AM,37,32,82,CALM,0 ,0 ,28.97,0,Mostly Cloudy
2/3/2024,9:53:00 AM,40,34,79,CALM,0 ,0 ,28.97,0,Mostly Cloudy
2/3/2024,10:53:00 AM,44,35,71,CALM,0 ,0 ,28.97,0,Mostly Cloudy
2/3/2024,11:53:00 AM,50,36,59,S,5 ,0 ,28.97,0,Partly Cloudy
2/3/2024,12:53:00 PM,57,36,45,S,9 ,0 ,28.95,0,Fair
2/2/2024,1:53:00 PM,59,37,44,SW,7 ,0 ,28.92,0,Fair
2/2/2024,2:53:00 PM,61,37,41,VAR,5 ,0 ,28.89,0,Fair
2/2/2024,3:53:00 PM,64,39,40,VAR,7 ,0 ,28.87,0,Fair
2/2/2024,4:53:00 PM,64,39,40,W,5 ,0 ,28.86,0,Fair
2/2/2024,5:53:00 PM,65,40,40,CALM,0 ,0 ,28.86,0,Fair
2/2/2024,6:53:00 PM,61,39,44,NE,3 ,0 ,28.87,0,Fair
2/2/2024,7:53:00 PM,57,40,53,ENE,5 ,0 ,28.88,0,Mostly Cloudy
2/2/2024,8:53:00 PM,57,39,51,CALM,0 ,0 ,28.89,0,Partly Cloudy
2/2/2024,9:53:00 PM,52,39,61,N,7 ,0 ,28.9,0,Fair
2/2/2024,10:53:00 PM,50,40,68,NNE,10 ,0 ,28.9,0,Fair
2/2/2024,11:53:00 PM,47,39,74,NE,6 ,0 ,28.9,0,Fair
2/2/2024,12:53:00 AM,48,38,68,NE,12 ,0 ,28.92,0,Fair
2/2/2024,1:53:00 AM,32,29,88,CALM,0 ,0 ,29.11,0,Fair
2/2/2024,2:53:00 AM,32,27,82,CALM,0 ,0 ,29.11,0,Fair
2/2/2024,3:49:00 AM,32,27,80,CALM,0 ,0 ,29.12,0,Fair
2/2/2024,3:53:00 AM,32,28,85,CALM,0 ,0 ,29.12,0,Fair
2/2/2024,4:53:00 AM,30,27,88,CALM,0 ,0 ,29.12,0,Fair
2/2/2024,5:53:00 AM,29,26,89,CALM,0 ,0 ,29.14,0,Fair
2/2/2024,6:53:00 AM,29,26,89,CALM,0 ,0 ,29.14,0,Fair
2/2/2024,7:04:00 AM,28,26,92,CALM,0 ,0 ,29.15,0,Fair
2/2/2024,7:53:00 AM,29,26,89,CALM,0 ,0 ,29.13,0,Fair
2/2/2024,8:53:00 AM,29,26,89,CALM,0 ,0 ,29.14,0,Fair
2/2/2024,9:53:00 AM,32,30,92,CALM,0 ,0 ,29.14,0,Fair
2/2/2024,10:53:00 AM,38,32,79,CALM,0 ,0 ,29.13,0,Fair
2/1/2024,11:53:00 AM,42,33,70,CALM,0 ,0 ,29.13,0,Fair
2/1/2024,12:53:00 PM,46,32,58,NNE,5 ,0 ,29.11,0,Fair
2/1/2024,1:53:00 PM,48,32,54,VAR,3 ,0 ,29.08,0,Fair
2/1/2024,2:53:00 PM,50,33,52,CALM,0 ,0 ,29.05,0,Partly Cloudy
2/1/2024,3:53:00 PM,53,33,47,S,5 ,0 ,29.02,0,Mostly Cloudy
2/1/2024,4:53:00 PM,55,33,43,CALM,0 ,0 ,29,0,Mostly Cloudy
2/1/2024,5:53:00 PM,53,33,47,WNW,3 ,0 ,28.99,0,Cloudy
2/1/2024,6:53:00 PM,51,32,48,W,6 ,0 ,28.99,0,Cloudy
2/1/2024,7:53:00 PM,48,31,52,CALM,0 ,0 ,28.99,0,Cloudy
2/1/2024,8:53:00 PM,45,32,60,CALM,0 ,0 ,28.99,0,Cloudy
2/1/2024,9:53:00 PM,45,32,60,CALM,0 ,0 ,28.99,0,Mostly Cloudy
2/1/2024,10:53:00 PM,42,32,67,CALM,0 ,0 ,28.99,0,Partly Cloudy
2/1/2024,11:53:00 PM,41,33,73,CALM,0 ,0 ,29,0,Mostly Cloudy
2/1/2024,12:53:00 AM,40,32,73,CALM,0 ,0 ,28.99,0,Mostly Cloudy
2/1/2024,1:53:00 AM,44,42,93,CALM,0 ,0 ,28.91,0,Cloudy
2/1/2024,2:46:00 AM,44,42,93,CALM,0 ,0 ,28.92,0,Cloudy
2/1/2024,2:53:00 AM,44,42,93,CALM,0 ,0 ,28.92,0,Cloudy
2/1/2024,3:33:00 AM,44,39,82,N,8 ,0 ,28.93,0,Cloudy
2/1/2024,3:53:00 AM,44,38,79,NNW,7 ,0 ,28.94,0,Cloudy
2/1/2024,4:53:00 AM,41,35,79,NW,7 ,0 ,28.95,0,Mostly Cloudy
2/1/2024,5:53:00 AM,39,34,82,NW,6 ,0 ,28.97,0,Partly Cloudy
2/1/2024,6:53:00 AM,39,31,73,N,6 ,0 ,29,0,Mostly Cloudy
2/1/2024,7:53:00 AM,40,32,73,NNW,6 ,0 ,29.03,0,Cloudy
2/1/2024,8:53:00 AM,39,33,79,N,3 ,0 ,29.06,0,Cloudy
2/1/2024,9:53:00 AM,40,35,83,CALM,0 ,0 ,29.08,0,Cloudy
2/1/2024,10:53:00 AM,43,36,76,N,6 ,0 ,29.09,0,Cloudy
1/31/2024,11:53:00 AM,46,34,63,NNE,14 ,22 ,29.11,0,Partly Cloudy
1/31/2024,12:53:00 PM,45,32,60,NNE,10 ,0 ,29.11,0,Mostly Cloudy
1/31/2024,1:53:00 PM,46,32,58,NNE,8 ,0 ,29.09,0,Mostly Cloudy
1/31/2024,2:53:00 PM,47,31,54,N,7 ,0 ,29.08,0,Cloudy
1/31/2024,3:53:00 PM,48,31,52,N,9 ,0 ,29.09,0,Mostly Cloudy
1/31/2024,4:53:00 PM,47,30,52,NNE,8 ,0 ,29.12,0,Mostly Cloudy
1/31/2024,5:53:00 PM,46,30,54,NNW,5 ,0 ,29.13,0,Mostly Cloudy
1/31/2024,6:53:00 PM,44,29,55,NE,3 ,0 ,29.12,0,Mostly Cloudy
1/31/2024,7:53:00 PM,42,30,62,N,8 ,0 ,29.12,0,Partly Cloudy
1/31/2024,8:53:00 PM,40,30,68,N,7 ,0 ,29.13,0,Partly Cloudy
1/31/2024,9:53:00 PM,39,29,67,N,6 ,0 ,29.12,0,Fair
1/31/2024,10:48:00 PM,37,28,70,NNE,3 ,0 ,29.12,0,Fair
1/31/2024,10:53:00 PM,38,29,70,NNE,3 ,0 ,29.12,0,Fair
1/31/2024,11:53:00 PM,37,29,73,CALM,0 ,0 ,29.12,0,Fair
1/31/2024,12:53:00 AM,35,28,76,CALM,0 ,0 ,29.12,0,Fair
1/31/2024,1:53:00 AM,31,29,92,CALM,0 ,0 ,29.09,0,Fair
1/31/2024,2:53:00 AM,30,28,92,CALM,0 ,0 ,29.1,0,Fair
1/31/2024,3:53:00 AM,29,28,96,CALM,0 ,0 ,29.1,0,Mist
1/31/2024,4:53:00 AM,28,26,92,CALM,0 ,0 ,29.09,0,Fair
1/31/2024,5:50:00 AM,27,25,93,CALM,0 ,0 ,29.08,0,Fog
1/31/2024,5:53:00 AM,26,25,96,CALM,0 ,0 ,29.08,0,Fog
1/31/2024,5:58:00 AM,27,25,92,CALM,0 ,0 ,29.08,0,Fog
1/31/2024,6:17:00 AM,28,25,88,CALM,0 ,0 ,29.08,0,Fog
1/31/2024,6:53:00 AM,27,25,92,CALM,0 ,0 ,29.08,0,Fog
1/31/2024,7:41:00 AM,27,26,96,W,3 ,0 ,29.09,0,Fog
1/31/2024,7:53:00 AM,27,26,96,CALM,0 ,0 ,29.08,0,Fog
1/31/2024,8:07:00 AM,26,25,96,CALM,0 ,0 ,29.08,0,Fog
1/30/2024,8:17:00 AM,26,25,96,CALM,0 ,0 ,29.09,0,Fog
1/30/2024,8:53:00 AM,28,28,100,SE,5 ,0 ,29.08,0,Fog
1/30/2024,9:37:00 AM,29,27,92,CALM,0 ,0 ,29.07,0,Fog
1/30/2024,9:53:00 AM,30,30,100,CALM,0 ,0 ,29.07,0,Fog
1/30/2024,10:12:00 AM,30,30,100,CALM,0 ,0 ,29.07,0,Mist
1/30/2024,10:38:00 AM,31,31,100,CALM,0 ,0 ,29.07,0,Mist
1/30/2024,10:53:00 AM,32,31,96,CALM,0 ,0 ,29.07,0,Mist
1/30/2024,11:53:00 AM,36,34,93,VAR,3 ,0 ,29.05,0,Mostly Cloudy
1/30/2024,12:53:00 PM,42,35,76,S,3 ,0 ,29,0,Fair
1/30/2024,1:53:00 PM,44,35,71,WNW,7 ,0 ,28.98,0,Fair
1/30/2024,2:53:00 PM,49,36,61,CALM,0 ,0 ,28.93,0,Mostly Cloudy
1/30/2024,3:53:00 PM,54,34,47,SW,10 ,0 ,28.89,0,Cloudy
1/30/2024,4:53:00 PM,55,33,43,SW,9 ,0 ,28.88,0,Mostly Cloudy
1/30/2024,5:53:00 PM,52,35,53,W,5 ,0 ,28.87,0,Cloudy
1/30/2024,6:53:00 PM,50,36,59,WSW,5 ,0 ,28.87,0,Light Rain
1/30/2024,7:53:00 PM,50,38,63,SSW,6 ,0 ,28.87,0,Light Rain
1/30/2024,8:53:00 PM,47,42,83,ESE,5 ,0 ,28.87,0,Light Rain
1/30/2024,9:48:00 PM,46,43,87,ENE,5 ,0 ,28.88,0,Light Rain
1/30/2024,9:53:00 PM,46,43,89,ENE,5 ,0 ,28.88,0,Cloudy
1/30/2024,10:53:00 PM,45,43,93,NNW,8 ,0 ,28.88,0,Light Rain
1/30/2024,11:53:00 PM,45,42,90,NNW,3 ,0 ,28.88,0.1,Cloudy
1/30/2024,12:53:00 AM,44,43,96,CALM,0 ,0 ,28.9,0,Light Rain
1/30/2024,1:53:00 AM,40,36,86,WSW,6 ,0 ,29.04,0,Cloudy
1/30/2024,2:53:00 AM,39,35,86,W,6 ,0 ,29.05,0,Cloudy
1/30/2024,3:25:00 AM,39,35,86,W,7 ,0 ,29.06,0,Cloudy
1/30/2024,3:53:00 AM,39,35,86,W,5 ,0 ,29.05,0,Cloudy
1/30/2024,4:53:00 AM,39,35,86,CALM,0 ,0 ,29.06,0,Cloudy
1/30/2024,5:14:00 AM,38,35,89,SSW,3 ,0 ,29.06,0,Cloudy
1/30/2024,5:41:00 AM,38,35,89,S,3 ,0 ,29.07,0,Cloudy
1/30/2024,5:48:00 AM,37,34,87,SSW,3 ,0 ,29.07,0,Cloudy
1/30/2024,5:53:00 AM,38,34,86,SW,3 ,0 ,29.07,0,Cloudy
1/30/2024,6:53:00 AM,37,34,89,CALM,0 ,0 ,29.09,0,Mostly Cloudy
1/30/2024,7:53:00 AM,38,35,89,SW,5 ,0 ,29.1,0,Cloudy
1/30/2024,8:53:00 AM,39,36,89,CALM,0 ,0 ,29.12,0,Mostly Cloudy
1/29/2024,9:49:00 AM,39,36,87,E,3 ,0 ,29.13,0,Mostly Cloudy
1/29/2024,9:53:00 AM,41,36,82,CALM,0 ,0 ,29.13,0,Mostly Cloudy
1/29/2024,10:53:00 AM,42,34,73,NE,7 ,0 ,29.14,0,Mostly Cloudy
1/29/2024,11:49:00 AM,43,30,61,N,8 ,0 ,29.14,0,Mostly Cloudy
1/29/2024,11:53:00 AM,42,31,65,NNW,9 ,0 ,29.14,0,Mostly Cloudy
1/29/2024,12:53:00 PM,42,31,65,NNW,7 ,0 ,29.15,0,Cloudy
1/29/2024,1:53:00 PM,43,32,65,CALM,0 ,0 ,29.14,0,Cloudy
1/29/2024,2:29:00 PM,43,32,65,CALM,0 ,0 ,29.13,0,Cloudy
1/29/2024,2:53:00 PM,43,32,65,CALM,0 ,0 ,29.12,0,Cloudy
1/29/2024,3:53:00 PM,45,33,63,SSW,6 ,0 ,29.12,0,Mostly Cloudy
1/29/2024,4:53:00 PM,45,33,63,SSW,7 ,0 ,29.13,0,Mostly Cloudy
1/29/2024,5:53:00 PM,44,34,68,SSW,6 ,0 ,29.13,0,Mostly Cloudy
1/29/2024,6:53:00 PM,42,32,67,SSW,6 ,0 ,29.12,0,Mostly Cloudy
1/29/2024,7:53:00 PM,41,32,70,WSW,3 ,0 ,29.12,0,Partly Cloudy
1/29/2024,8:53:00 PM,40,32,73,CALM,0 ,0 ,29.12,0,Fair
1/29/2024,9:49:00 PM,37,30,75,CALM,0 ,0 ,29.12,0,Fair
1/29/2024,9:53:00 PM,36,31,82,CALM,0 ,0 ,29.12,0,Fair
1/29/2024,10:53:00 PM,36,32,86,NNE,5 ,0 ,29.12,0,Fair
1/29/2024,11:53:00 PM,33,30,89,NNE,5 ,0 ,29.11,0,Fair
1/29/2024,12:53:00 AM,32,30,92,CALM,0 ,0 ,29.1,0,Fair
1/29/2024,1:53:00 AM,51,45,80,WSW,24 ,37 ,28.74,0,Cloudy / Windy
1/29/2024,2:53:00 AM,49,43,80,WSW,23 ,35 ,28.76,0,Cloudy / Windy
1/29/2024,3:53:00 AM,45,40,82,WSW,20 ,31 ,28.79,0,Cloudy
1/29/2024,4:53:00 AM,43,37,80,WSW,20 ,29 ,28.81,0,Mostly Cloudy
1/29/2024,5:53:00 AM,43,37,80,SW,20 ,26 ,28.8,0,Light Rain
1/29/2024,6:34:00 AM,42,37,82,SW,16 ,0 ,28.82,0,Cloudy
1/29/2024,6:53:00 AM,42,37,82,SW,17 ,0 ,28.82,0,Light Rain
1/29/2024,7:53:00 AM,41,38,89,SSW,15 ,0 ,28.84,0,Cloudy
1/29/2024,8:53:00 AM,41,38,89,SW,17 ,23 ,28.85,0,Light Rain
1/29/2024,9:14:00 AM,41,39,93,SW,13 ,0 ,28.84,0,Light Rain
1/29/2024,9:35:00 AM,41,39,93,SW,16 ,0 ,28.85,0,Light Rain
1/29/2024,9:53:00 AM,41,39,93,SW,14 ,0 ,28.85,0,Cloudy
1/28/2024,10:53:00 AM,42,38,85,WSW,14 ,0 ,28.87,0,Light Rain
1/28/2024,11:47:00 AM,43,37,81,WSW,12 ,23 ,28.88,0,Light Rain
1/28/2024,11:53:00 AM,42,38,85,WSW,14 ,22 ,28.89,0,Light Rain
1/28/2024,12:53:00 PM,42,38,85,WSW,17 ,26 ,28.89,0,Light Rain
1/28/2024,1:53:00 PM,43,35,74,W,18 ,29 ,28.89,0,Light Rain
1/28/2024,2:53:00 PM,43,36,76,WSW,14 ,0 ,28.89,0,Light Rain
1/28/2024,3:53:00 PM,43,37,80,WSW,14 ,23 ,28.9,0,Light Rain
1/28/2024,4:53:00 PM,43,36,76,WSW,13 ,28 ,28.91,0,Light Rain
1/28/2024,5:00:00 PM,43,36,76,WSW,14 ,0 ,28.91,0,Light Rain
1/28/2024,5:14:00 PM,43,36,76,WSW,8 ,0 ,28.92,0,Light Rain
1/28/2024,5:33:00 PM,44,34,68,W,13 ,25 ,28.93,0,Light Rain
1/28/2024,5:53:00 PM,44,34,68,W,12 ,24 ,28.94,0,Light Rain
1/28/2024,6:46:00 PM,43,35,74,W,14 ,0 ,28.96,0,Light Rain
1/28/2024,6:53:00 PM,43,35,74,W,15 ,0 ,28.96,0,Light Rain
1/28/2024,7:28:00 PM,42,35,76,W,18 ,26 ,28.97,0,Light Rain
1/28/2024,7:53:00 PM,42,35,76,W,14 ,25 ,28.97,0,Light Rain
1/28/2024,8:53:00 PM,42,35,76,W,12 ,0 ,29.01,0,Cloudy
1/28/2024,9:53:00 PM,41,35,79,WSW,9 ,0 ,29.02,0,Cloudy
1/28/2024,10:53:00 PM,41,35,79,WSW,8 ,0 ,29.02,0,Cloudy
1/28/2024,11:53:00 PM,40,36,86,W,8 ,0 ,29.04,0,Cloudy
1/28/2024,12:53:00 AM,40,36,86,WSW,6 ,0 ,29.05,0,Cloudy
1/28/2024,1:53:00 AM,49,48,97,CALM,0 ,0 ,29.09,0,Mist
1/28/2024,2:53:00 AM,49,48,97,CALM,0 ,0 ,29.1,0,Mist
1/28/2024,3:53:00 AM,46,45,96,CALM,0 ,0 ,29.09,0,Mist
1/28/2024,4:53:00 AM,47,47,100,CALM,0 ,0 ,29.08,0,Mist
1/28/2024,5:53:00 AM,46,45,96,CALM,0 ,0 ,29.07,0,Mist
1/28/2024,6:53:00 AM,45,45,100,NNE,5 ,0 ,29.06,0,Mist
1/28/2024,7:53:00 AM,45,44,97,NE,6 ,0 ,29.06,0,Mostly Cloudy
1/28/2024,8:53:00 AM,48,47,96,NNE,7 ,0 ,29.05,0,Cloudy
1/28/2024,9:53:00 AM,50,48,93,NNE,10 ,0 ,29.04,0,Cloudy
1/28/2024,10:02:00 AM,50,48,93,NNE,10 ,0 ,29.04,0,Cloudy
1/28/2024,10:53:00 AM,51,48,89,NNE,13 ,0 ,29.02,0,Light Rain
1/28/2024,11:48:00 AM,52,48,88,N,6 ,0 ,29.02,0.1,Light Rain
1/27/2024,11:53:00 AM,51,50,96,NNE,7 ,0 ,29.02,0.1,Light Rain
1/27/2024,11:57:00 AM,51,49,92,NNE,6 ,0 ,29.02,0,Light Rain
1/27/2024,12:20:00 PM,51,49,92,NNE,9 ,0 ,29.01,0,Light Rain
1/27/2024,12:53:00 PM,50,49,96,NNE,10 ,0 ,28.99,0.1,Light Rain
1/27/2024,1:19:00 PM,50,50,100,N,8 ,0 ,28.97,0,Light Rain
1/27/2024,1:48:00 PM,52,50,94,NNE,10 ,0 ,28.94,0.1,Light Rain
1/27/2024,1:53:00 PM,51,50,96,NE,8 ,0 ,28.94,0.1,Light Rain
1/27/2024,2:12:00 PM,51,50,96,NE,7 ,0 ,28.93,0,Light Rain
1/27/2024,2:19:00 PM,51,50,96,NE,6 ,0 ,28.93,0,Rain
1/27/2024,2:30:00 PM,51,50,96,NE,6 ,0 ,28.92,0.1,Light Rain
1/27/2024,2:53:00 PM,52,51,97,NNE,6 ,0 ,28.91,0.1,Light Rain
1/27/2024,3:50:00 PM,52,52,100,NE,9 ,0 ,28.85,0.1,Light Rain
1/27/2024,3:53:00 PM,52,51,97,ENE,9 ,0 ,28.84,0.1,Light Rain
1/27/2024,4:16:00 PM,53,51,93,NE,9 ,0 ,28.84,0,Light Rain
1/27/2024,4:53:00 PM,53,52,96,NE,10 ,0 ,28.8,0,Mist
1/27/2024,5:53:00 PM,54,53,97,NNE,7 ,0 ,28.78,0,Cloudy
1/27/2024,6:53:00 PM,53,52,96,N,5 ,0 ,28.79,0,Cloudy
1/27/2024,7:02:00 PM,53,52,96,NNW,5 ,0 ,28.79,0,Mostly Cloudy
1/27/2024,7:53:00 PM,53,52,96,E,6 ,0 ,28.78,0,Cloudy
1/27/2024,8:53:00 PM,53,52,96,E,5 ,0 ,28.75,0,Cloudy
1/27/2024,9:21:00 PM,52,52,100,NNW,3 ,0 ,28.74,0,Light Rain
1/27/2024,9:27:00 PM,52,52,100,CALM,0 ,0 ,28.73,0,Light Rain
1/27/2024,9:34:00 PM,52,52,100,CALM,0 ,0 ,28.72,0,Fog
1/27/2024,9:53:00 PM,52,51,97,NNE,3 ,0 ,28.71,0,Fog
1/27/2024,10:53:00 PM,52,51,97,NNW,5 ,0 ,28.69,0,Fog
1/27/2024,11:20:00 PM,51,51,100,NNW,3 ,0 ,28.7,0,Fog
1/27/2024,11:23:00 PM,51,50,96,NW,3 ,0 ,28.69,0,Fog
1/27/2024,11:33:00 PM,53,51,93,W,12 ,16 ,28.69,0,T-Storm
1/27/2024,11:36:00 PM,54,53,97,W,10 ,0 ,28.69,0.1,T-Storm
1/27/2024,11:42:00 PM,53,53,100,SW,6 ,0 ,28.69,0.2,T-Storm
1/27/2024,11:53:00 PM,52,52,100,SW,6 ,0 ,28.69,0.2,T-Storm
1/27/2024,12:00:00 AM,52,52,100,WSW,5 ,0 ,28.69,0,T-Storm
1/27/2024,12:16:00 AM,52,51,97,S,6 ,0 ,28.7,0,Cloudy
1/27/2024,12:51:00 AM,55,54,94,S,15 ,0 ,28.7,0,Cloudy
1/27/2024,12:53:00 AM,56,53,90,S,16 ,0 ,28.7,0,Cloudy
1/27/2024,1:53:00 AM,62,58,86,SSW,13 ,0 ,28.98,0,Mostly Cloudy
1/27/2024,2:53:00 AM,61,58,90,SW,10 ,0 ,28.98,0,Cloudy
1/27/2024,3:11:00 AM,61,58,90,SW,9 ,0 ,28.98,0,Cloudy
1/27/2024,3:53:00 AM,62,58,86,WSW,12 ,0 ,28.99,0,Cloudy
1/27/2024,4:03:00 AM,62,59,90,WSW,9 ,0 ,29,0,Cloudy
1/27/2024,4:35:00 AM,61,59,93,WSW,9 ,0 ,29.01,0,Cloudy
1/27/2024,4:53:00 AM,61,59,93,WSW,8 ,0 ,29.02,0,Cloudy
1/27/2024,5:36:00 AM,59,58,96,SW,5 ,0 ,29.01,0,Cloudy
1/27/2024,5:49:00 AM,57,57,100,SW,6 ,0 ,29.01,0,Cloudy
1/27/2024,5:53:00 AM,58,57,97,SW,6 ,0 ,29.01,0,Cloudy
1/27/2024,6:53:00 AM,58,57,97,SSW,7 ,0 ,29.03,0,Cloudy
1/27/2024,7:53:00 AM,57,55,93,SW,7 ,0 ,29.04,0,Cloudy
1/26/2024,8:53:00 AM,56,55,97,WSW,6 ,0 ,29.06,0,Mostly Cloudy
1/26/2024,9:53:00 AM,58,57,97,SSW,5 ,0 ,29.08,0,Cloudy
1/26/2024,10:53:00 AM,62,57,84,SW,7 ,0 ,29.09,0,Cloudy
1/26/2024,11:53:00 AM,62,54,75,W,9 ,0 ,29.11,0,Cloudy
1/26/2024,12:53:00 PM,64,54,70,,0 ,0 ,29.11,0,Cloudy
1/26/2024,1:53:00 PM,64,54,70,W,10 ,0 ,29.08,0,Cloudy
1/26/2024,2:53:00 PM,66,54,65,VAR,6 ,0 ,29.06,0,Cloudy
1/26/2024,3:53:00 PM,66,54,65,WNW,8 ,0 ,29.06,0,Mostly Cloudy
1/26/2024,4:53:00 PM,66,52,60,WNW,7 ,0 ,29.07,0,Mostly Cloudy
1/26/2024,5:53:00 PM,64,52,65,WSW,7 ,0 ,29.07,0,Mostly Cloudy
1/26/2024,6:53:00 PM,61,51,70,WSW,6 ,0 ,29.08,0,Cloudy
1/26/2024,7:53:00 PM,62,52,70,W,6 ,0 ,29.1,0,Cloudy
1/26/2024,8:53:00 PM,57,51,81,CALM,0 ,0 ,29.11,0,Cloudy
1/26/2024,9:53:00 PM,56,51,84,CALM,0 ,0 ,29.1,0,Cloudy
1/26/2024,10:23:00 PM,57,52,83,CALM,0 ,0 ,29.1,0,Cloudy
1/26/2024,10:53:00 PM,55,51,86,CALM,0 ,0 ,29.1,0,Cloudy
1/26/2024,11:53:00 PM,51,49,92,NE,3 ,0 ,29.09,0,Cloudy
1/26/2024,12:53:00 AM,53,50,89,CALM,0 ,0 ,29.1,0,Cloudy
1/26/2024,1:32:00 AM,51,51,100,CALM,0 ,0 ,29.1,0,Mist
1/26/2024,1:43:00 AM,51,51,100,SSE,3 ,0 ,29.1,0,Mist
1/26/2024,1:53:00 AM,51,51,100,S,3 ,0 ,29.1,0,Mist
1/26/2024,1:59:00 AM,50,50,100,SSW,5 ,0 ,29.11,0,Fog
1/26/2024,2:12:00 AM,50,49,96,SW,5 ,0 ,29.11,0,Light Rain / Fog
1/26/2024,2:53:00 AM,51,51,100,CALM,0 ,0 ,29.11,0,Light Rain
1/26/2024,2:58:00 AM,52,51,97,CALM,0 ,0 ,29.11,0,Light Rain
1/26/2024,3:09:00 AM,51,51,100,S,5 ,0 ,29.12,0,Light Rain / Fog
1/26/2024,3:20:00 AM,51,50,96,SSE,3 ,0 ,29.11,0,Light Rain / Fog
1/26/2024,3:23:00 AM,51,50,96,SSE,3 ,0 ,29.11,0,Light Rain / Fog
1/26/2024,3:45:00 AM,51,51,100,CALM,0 ,0 ,29.11,0,Light Rain / Fog
1/26/2024,3:53:00 AM,50,50,100,CALM,0 ,0 ,29.11,0,Rain / Fog
1/25/2024,4:47:00 AM,52,52,100,NE,3 ,0 ,29.1,0.1,Rain
1/25/2024,4:53:00 AM,52,51,97,ENE,3 ,0 ,29.1,0.1,Rain
1/25/2024,4:57:00 AM,52,51,97,ENE,3 ,0 ,29.1,0,Rain / Fog
1/25/2024,5:14:00 AM,50,50,100,NE,6 ,0 ,29.09,0,Rain / Fog
1/25/2024,5:45:00 AM,51,50,96,NNE,6 ,0 ,29.08,0.1,Light Rain
1/25/2024,5:53:00 AM,51,51,100,N,5 ,0 ,29.08,0.1,Light Rain
